date,network,daypart,viewers
201507,A,"M,T,W,R,F 6:00 PM - 8:00 PM",197
201507,B,"M,T,W,R,F 6:00 PM - 8:00 PM",821
201508,A,"S,Su 1:00 PM - 8:00 PM",211
201508,B,"S,Su 1:00 PM - 8:00 PM",540
201508,A,"S,Su 6:00 AM - 8:00 AM",80
201508,B,"S,Su 6:00 AM - 8:00 AM",0
201508,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",159
201508,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",311
201508,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",310
201508,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",543
201508,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",462
201508,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1012
201508,A,"M,T,W,R,F 4:00 PM - 6:00 PM",158
201508,B,"M,T,W,R,F 4:00 PM - 6:00 PM",390
201508,A,"M,T,W,R,F 1:00 PM - 4:00 PM",134
201508,B,"M,T,W,R,F 1:00 PM - 4:00 PM",344
201508,A,"M,T,W,R,F 10:00 AM - 1:00 PM",111
201508,B,"M,T,W,R,F 10:00 AM - 1:00 PM",253
201508,A,"M,T,W,R,F 6:00 AM - 10:00 AM",75
201508,B,"M,T,W,R,F 6:00 AM - 10:00 AM",115
201508,A,"S,Su 8:00 AM - 1:00 PM",169
201508,B,"S,Su 8:00 AM - 1:00 PM",351
201508,A,"M,T,W,R,F 6:00 PM - 8:00 PM",208
201508,B,"M,T,W,R,F 6:00 PM - 8:00 PM",510
201509,A,"S,Su 1:00 PM - 8:00 PM",252
201509,B,"S,Su 1:00 PM - 8:00 PM",531
201509,A,"S,Su 6:00 AM - 8:00 AM",93
201509,B,"S,Su 6:00 AM - 8:00 AM",0
201509,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",178
201509,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",300
201509,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",325
201509,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",500
201509,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",490
201509,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",871
201509,A,"M,T,W,R,F 4:00 PM - 6:00 PM",172
201509,B,"M,T,W,R,F 4:00 PM - 6:00 PM",452
201509,A,"M,T,W,R,F 1:00 PM - 4:00 PM",136
201509,B,"M,T,W,R,F 1:00 PM - 4:00 PM",374
201509,A,"M,T,W,R,F 10:00 AM - 1:00 PM",115
201509,B,"M,T,W,R,F 10:00 AM - 1:00 PM",276
201509,A,"M,T,W,R,F 6:00 AM - 10:00 AM",79
201509,B,"M,T,W,R,F 6:00 AM - 10:00 AM",142
201509,A,"S,Su 8:00 AM - 1:00 PM",188
201509,B,"S,Su 8:00 AM - 1:00 PM",362
201509,A,"M,T,W,R,F 6:00 PM - 8:00 PM",238
201509,B,"M,T,W,R,F 6:00 PM - 8:00 PM",561
201510,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",503
201510,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1074
201510,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",344
201510,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",563
201510,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",171
201510,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",318
201510,A,"M,T,W,R,F 6:00 AM - 10:00 AM",73
201510,B,"M,T,W,R,F 6:00 AM - 10:00 AM",115
201510,A,"M,T,W,R,F 10:00 AM - 1:00 PM",114
201510,B,"M,T,W,R,F 10:00 AM - 1:00 PM",259
201510,A,"M,T,W,R,F 4:00 PM - 6:00 PM",160
201510,B,"M,T,W,R,F 4:00 PM - 6:00 PM",445
201510,A,"M,T,W,R,F 6:00 PM - 8:00 PM",232
201510,B,"M,T,W,R,F 6:00 PM - 8:00 PM",581
201510,A,"S,Su 6:00 AM - 8:00 AM",100
201510,B,"S,Su 6:00 AM - 8:00 AM",0
201510,A,"S,Su 8:00 AM - 1:00 PM",169
201510,B,"S,Su 8:00 AM - 1:00 PM",352
201510,A,"S,Su 1:00 PM - 8:00 PM",263
201510,B,"S,Su 1:00 PM - 8:00 PM",587
201510,A,"M,T,W,R,F 1:00 PM - 4:00 PM",147
201510,B,"M,T,W,R,F 1:00 PM - 4:00 PM",387
201511,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",566
201511,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1235
201511,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",360
201511,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",583
201511,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",186
201511,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",331
201511,A,"M,T,W,R,F 6:00 AM - 10:00 AM",90
201511,B,"M,T,W,R,F 6:00 AM - 10:00 AM",125
201511,A,"M,T,W,R,F 10:00 AM - 1:00 PM",112
201511,B,"M,T,W,R,F 10:00 AM - 1:00 PM",254
201511,A,"M,T,W,R,F 4:00 PM - 6:00 PM",179
201511,B,"M,T,W,R,F 4:00 PM - 6:00 PM",484
201511,A,"M,T,W,R,F 6:00 PM - 8:00 PM",272
201511,B,"M,T,W,R,F 6:00 PM - 8:00 PM",670
201511,A,"S,Su 6:00 AM - 8:00 AM",106
201511,B,"S,Su 6:00 AM - 8:00 AM",0
201511,A,"S,Su 8:00 AM - 1:00 PM",186
201511,B,"S,Su 8:00 AM - 1:00 PM",420
201511,A,"S,Su 1:00 PM - 8:00 PM",297
201511,B,"S,Su 1:00 PM - 8:00 PM",651
201511,A,"M,T,W,R,F 1:00 PM - 4:00 PM",152
201511,B,"M,T,W,R,F 1:00 PM - 4:00 PM",388
201512,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",566
201512,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1390
201512,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",378
201512,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",699
201512,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",202
201512,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",412
201512,A,"M,T,W,R,F 6:00 AM - 10:00 AM",96
201512,B,"M,T,W,R,F 6:00 AM - 10:00 AM",141
201512,A,"M,T,W,R,F 10:00 AM - 1:00 PM",119
201512,B,"M,T,W,R,F 10:00 AM - 1:00 PM",296
201512,A,"M,T,W,R,F 4:00 PM - 6:00 PM",171
201512,B,"M,T,W,R,F 4:00 PM - 6:00 PM",534
201512,A,"M,T,W,R,F 6:00 PM - 8:00 PM",233
201512,B,"M,T,W,R,F 6:00 PM - 8:00 PM",770
201512,A,"S,Su 6:00 AM - 8:00 AM",85
201512,B,"S,Su 6:00 AM - 8:00 AM",0
201512,A,"S,Su 8:00 AM - 1:00 PM",147
201512,B,"S,Su 8:00 AM - 1:00 PM",492
201512,A,"S,Su 1:00 PM - 8:00 PM",299
201512,B,"S,Su 1:00 PM - 8:00 PM",758
201512,A,"M,T,W,R,F 1:00 PM - 4:00 PM",150
201512,B,"M,T,W,R,F 1:00 PM - 4:00 PM",427
201601,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",612
201601,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1377
201601,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",397
201601,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",619
201601,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",225
201601,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",356
201601,A,"M,T,W,R,F 6:00 AM - 10:00 AM",98
201601,B,"M,T,W,R,F 6:00 AM - 10:00 AM",143
201601,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201601,B,"M,T,W,R,F 10:00 AM - 1:00 PM",317
201601,A,"M,T,W,R,F 4:00 PM - 6:00 PM",176
201601,B,"M,T,W,R,F 4:00 PM - 6:00 PM",540
201601,A,"M,T,W,R,F 6:00 PM - 8:00 PM",250
201601,B,"M,T,W,R,F 6:00 PM - 8:00 PM",754
201601,A,"S,Su 6:00 AM - 8:00 AM",91
201601,B,"S,Su 6:00 AM - 8:00 AM",0
201601,A,"S,Su 8:00 AM - 1:00 PM",196
201601,B,"S,Su 8:00 AM - 1:00 PM",477
201601,A,"S,Su 1:00 PM - 8:00 PM",329
201601,B,"S,Su 1:00 PM - 8:00 PM",728
201601,A,"M,T,W,R,F 1:00 PM - 4:00 PM",157
201601,B,"M,T,W,R,F 1:00 PM - 4:00 PM",443
201602,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",524
201602,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1140
201602,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",333
201602,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",552
201602,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",191
201602,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",312
201602,A,"M,T,W,R,F 6:00 AM - 10:00 AM",93
201602,B,"M,T,W,R,F 6:00 AM - 10:00 AM",128
201602,A,"M,T,W,R,F 10:00 AM - 1:00 PM",123
201602,B,"M,T,W,R,F 10:00 AM - 1:00 PM",242
201602,A,"M,T,W,R,F 1:00 PM - 4:00 PM",161
201602,B,"M,T,W,R,F 1:00 PM - 4:00 PM",361
201602,A,"M,T,W,R,F 4:00 PM - 6:00 PM",181
201602,B,"M,T,W,R,F 4:00 PM - 6:00 PM",425
201602,A,"M,T,W,R,F 6:00 PM - 8:00 PM",240
201602,B,"M,T,W,R,F 6:00 PM - 8:00 PM",624
201602,A,"S,Su 6:00 AM - 8:00 AM",95
201602,B,"S,Su 6:00 AM - 8:00 AM",0
201602,A,"S,Su 8:00 AM - 1:00 PM",178
201602,B,"S,Su 8:00 AM - 1:00 PM",422
201602,A,"S,Su 1:00 PM - 8:00 PM",267
201602,B,"S,Su 1:00 PM - 8:00 PM",648
201603,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",573
201603,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1042
201603,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",358
201603,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",573
201603,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",192
201603,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",325
201603,A,"M,T,W,R,F 6:00 AM - 10:00 AM",93
201603,B,"M,T,W,R,F 6:00 AM - 10:00 AM",107
201603,A,"M,T,W,R,F 10:00 AM - 1:00 PM",121
201603,B,"M,T,W,R,F 10:00 AM - 1:00 PM",234
201603,A,"M,T,W,R,F 1:00 PM - 4:00 PM",149
201603,B,"M,T,W,R,F 1:00 PM - 4:00 PM",333
201603,A,"M,T,W,R,F 4:00 PM - 6:00 PM",174
201603,B,"M,T,W,R,F 4:00 PM - 6:00 PM",377
201603,A,"M,T,W,R,F 6:00 PM - 8:00 PM",228
201603,B,"M,T,W,R,F 6:00 PM - 8:00 PM",522
201603,A,"S,Su 6:00 AM - 8:00 AM",105
201603,B,"S,Su 6:00 AM - 8:00 AM",0
201603,A,"S,Su 8:00 AM - 1:00 PM",194
201603,B,"S,Su 8:00 AM - 1:00 PM",416
201603,A,"S,Su 1:00 PM - 8:00 PM",332
201603,B,"S,Su 1:00 PM - 8:00 PM",662
201604,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",555
201604,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1008
201604,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",365
201604,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",586
201604,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",204
201604,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",341
201604,A,"M,T,W,R,F 6:00 AM - 10:00 AM",96
201604,B,"M,T,W,R,F 6:00 AM - 10:00 AM",114
201604,A,"M,T,W,R,F 10:00 AM - 1:00 PM",130
201604,B,"M,T,W,R,F 10:00 AM - 1:00 PM",230
201604,A,"M,T,W,R,F 1:00 PM - 4:00 PM",157
201604,B,"M,T,W,R,F 1:00 PM - 4:00 PM",326
201604,A,"M,T,W,R,F 4:00 PM - 6:00 PM",182
201604,B,"M,T,W,R,F 4:00 PM - 6:00 PM",389
201604,A,"M,T,W,R,F 6:00 PM - 8:00 PM",250
201604,B,"M,T,W,R,F 6:00 PM - 8:00 PM",527
201604,A,"S,Su 6:00 AM - 8:00 AM",108
201604,B,"S,Su 6:00 AM - 8:00 AM",0
201604,A,"S,Su 8:00 AM - 1:00 PM",190
201604,B,"S,Su 8:00 AM - 1:00 PM",355
201604,A,"S,Su 1:00 PM - 8:00 PM",276
201604,B,"S,Su 1:00 PM - 8:00 PM",583
201605,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",474
201605,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1044
201605,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",319
201605,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",594
201605,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",173
201605,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",340
201605,A,"M,T,W,R,F 6:00 AM - 10:00 AM",80
201605,B,"M,T,W,R,F 6:00 AM - 10:00 AM",108
201605,A,"M,T,W,R,F 10:00 AM - 1:00 PM",102
201605,B,"M,T,W,R,F 10:00 AM - 1:00 PM",222
201605,A,"M,T,W,R,F 1:00 PM - 4:00 PM",130
201605,B,"M,T,W,R,F 1:00 PM - 4:00 PM",322
201605,A,"M,T,W,R,F 4:00 PM - 6:00 PM",156
201605,B,"M,T,W,R,F 4:00 PM - 6:00 PM",380
201605,A,"M,T,W,R,F 6:00 PM - 8:00 PM",217
201605,B,"M,T,W,R,F 6:00 PM - 8:00 PM",485
201605,A,"S,Su 6:00 AM - 8:00 AM",95
201605,B,"S,Su 6:00 AM - 8:00 AM",0
201605,A,"S,Su 8:00 AM - 1:00 PM",163
201605,B,"S,Su 8:00 AM - 1:00 PM",405
201605,A,"S,Su 1:00 PM - 8:00 PM",243
201605,B,"S,Su 1:00 PM - 8:00 PM",598
201606,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",512
201606,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1122
201606,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",341
201606,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",646
201606,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",177
201606,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",366
201606,A,"M,T,W,R,F 6:00 AM - 10:00 AM",85
201606,B,"M,T,W,R,F 6:00 AM - 10:00 AM",123
201606,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201606,B,"M,T,W,R,F 10:00 AM - 1:00 PM",252
201606,A,"M,T,W,R,F 1:00 PM - 4:00 PM",162
201606,B,"M,T,W,R,F 1:00 PM - 4:00 PM",339
201606,A,"M,T,W,R,F 4:00 PM - 6:00 PM",167
201606,B,"M,T,W,R,F 4:00 PM - 6:00 PM",404
201606,A,"M,T,W,R,F 6:00 PM - 8:00 PM",223
201606,B,"M,T,W,R,F 6:00 PM - 8:00 PM",532
201606,A,"S,Su 6:00 AM - 8:00 AM",90
201606,B,"S,Su 6:00 AM - 8:00 AM",0
201606,A,"S,Su 8:00 AM - 1:00 PM",171
201606,B,"S,Su 8:00 AM - 1:00 PM",395
201606,A,"S,Su 1:00 PM - 8:00 PM",243
201606,B,"S,Su 1:00 PM - 8:00 PM",656
201607,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",521
201607,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1045
201607,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",336
201607,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",624
201607,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",182
201607,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",353
201607,A,"M,T,W,R,F 6:00 AM - 10:00 AM",94
201607,B,"M,T,W,R,F 6:00 AM - 10:00 AM",140
201607,A,"M,T,W,R,F 10:00 AM - 1:00 PM",137
201607,B,"M,T,W,R,F 10:00 AM - 1:00 PM",288
201607,A,"M,T,W,R,F 1:00 PM - 4:00 PM",166
201607,B,"M,T,W,R,F 1:00 PM - 4:00 PM",401
201607,A,"M,T,W,R,F 4:00 PM - 6:00 PM",180
201607,B,"M,T,W,R,F 4:00 PM - 6:00 PM",474
201607,A,"M,T,W,R,F 6:00 PM - 8:00 PM",248
201607,B,"M,T,W,R,F 6:00 PM - 8:00 PM",610
201607,A,"S,Su 6:00 AM - 8:00 AM",99
201607,B,"S,Su 6:00 AM - 8:00 AM",0
201607,A,"S,Su 8:00 AM - 1:00 PM",187
201607,B,"S,Su 8:00 AM - 1:00 PM",371
201607,A,"S,Su 1:00 PM - 8:00 PM",270
201607,B,"S,Su 1:00 PM - 8:00 PM",585
201608,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",451
201608,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",789
201608,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",291
201608,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",499
201608,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",165
201608,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",293
201608,A,"M,T,W,R,F 6:00 AM - 10:00 AM",85
201608,B,"M,T,W,R,F 6:00 AM - 10:00 AM",104
201608,A,"M,T,W,R,F 10:00 AM - 1:00 PM",149
201608,B,"M,T,W,R,F 10:00 AM - 1:00 PM",231
201608,A,"M,T,W,R,F 1:00 PM - 4:00 PM",179
201608,B,"M,T,W,R,F 1:00 PM - 4:00 PM",336
201608,A,"M,T,W,R,F 4:00 PM - 6:00 PM",219
201608,B,"M,T,W,R,F 4:00 PM - 6:00 PM",373
201608,A,"M,T,W,R,F 6:00 PM - 8:00 PM",295
201608,B,"M,T,W,R,F 6:00 PM - 8:00 PM",457
201608,A,"S,Su 6:00 AM - 8:00 AM",81
201608,B,"S,Su 6:00 AM - 8:00 AM",0
201608,A,"S,Su 8:00 AM - 1:00 PM",237
201608,B,"S,Su 8:00 AM - 1:00 PM",317
201608,A,"S,Su 1:00 PM - 8:00 PM",410
201608,B,"S,Su 1:00 PM - 8:00 PM",480
201609,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",493
201609,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",862
201609,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",305
201609,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",462
201609,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",159
201609,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",285
201609,A,"M,T,W,R,F 6:00 AM - 10:00 AM",90
201609,B,"M,T,W,R,F 6:00 AM - 10:00 AM",131
201609,A,"M,T,W,R,F 10:00 AM - 1:00 PM",134
201609,B,"M,T,W,R,F 10:00 AM - 1:00 PM",261
201609,A,"M,T,W,R,F 1:00 PM - 4:00 PM",161
201609,B,"M,T,W,R,F 1:00 PM - 4:00 PM",329
201609,A,"M,T,W,R,F 4:00 PM - 6:00 PM",173
201609,B,"M,T,W,R,F 4:00 PM - 6:00 PM",387
201609,A,"M,T,W,R,F 6:00 PM - 8:00 PM",237
201609,B,"M,T,W,R,F 6:00 PM - 8:00 PM",511
201609,A,"S,Su 6:00 AM - 8:00 AM",86
201609,B,"S,Su 6:00 AM - 8:00 AM",0
201609,A,"S,Su 8:00 AM - 1:00 PM",162
201609,B,"S,Su 8:00 AM - 1:00 PM",326
201609,A,"S,Su 1:00 PM - 8:00 PM",228
201609,B,"S,Su 1:00 PM - 8:00 PM",476
201610,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",459
201610,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",887
201610,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",284
201610,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",456
201610,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",155
201610,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",267
201610,A,"M,T,W,R,F 6:00 AM - 10:00 AM",70
201610,B,"M,T,W,R,F 6:00 AM - 10:00 AM",109
201610,A,"M,T,W,R,F 10:00 AM - 1:00 PM",115
201610,B,"M,T,W,R,F 10:00 AM - 1:00 PM",225
201610,A,"M,T,W,R,F 1:00 PM - 4:00 PM",145
201610,B,"M,T,W,R,F 1:00 PM - 4:00 PM",319
201610,A,"M,T,W,R,F 4:00 PM - 6:00 PM",159
201610,B,"M,T,W,R,F 4:00 PM - 6:00 PM",374
201610,A,"M,T,W,R,F 6:00 PM - 8:00 PM",227
201610,B,"M,T,W,R,F 6:00 PM - 8:00 PM",465
201610,A,"S,Su 6:00 AM - 8:00 AM",85
201610,B,"S,Su 6:00 AM - 8:00 AM",0
201610,A,"S,Su 8:00 AM - 1:00 PM",160
201610,B,"S,Su 8:00 AM - 1:00 PM",310
201610,A,"S,Su 1:00 PM - 8:00 PM",229
201610,B,"S,Su 1:00 PM - 8:00 PM",512
201611,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",589
201611,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1052
201611,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",345
201611,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",501
201611,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",190
201611,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",296
201611,A,"M,T,W,R,F 6:00 AM - 10:00 AM",83
201611,B,"M,T,W,R,F 6:00 AM - 10:00 AM",124
201611,A,"M,T,W,R,F 10:00 AM - 1:00 PM",119
201611,B,"M,T,W,R,F 10:00 AM - 1:00 PM",251
201611,A,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201611,B,"M,T,W,R,F 1:00 PM - 4:00 PM",306
201611,A,"M,T,W,R,F 4:00 PM - 6:00 PM",164
201611,B,"M,T,W,R,F 4:00 PM - 6:00 PM",392
201611,A,"M,T,W,R,F 6:00 PM - 8:00 PM",251
201611,B,"M,T,W,R,F 6:00 PM - 8:00 PM",577
201611,A,"S,Su 6:00 AM - 8:00 AM",92
201611,B,"S,Su 6:00 AM - 8:00 AM",0
201611,A,"S,Su 8:00 AM - 1:00 PM",189
201611,B,"S,Su 8:00 AM - 1:00 PM",368
201611,A,"S,Su 1:00 PM - 8:00 PM",306
201611,B,"S,Su 1:00 PM - 8:00 PM",547
201612,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",532
201612,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1141
201612,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",348
201612,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",554
201612,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",177
201612,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",326
201612,A,"M,T,W,R,F 6:00 AM - 10:00 AM",89
201612,B,"M,T,W,R,F 6:00 AM - 10:00 AM",134
201612,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201612,B,"M,T,W,R,F 10:00 AM - 1:00 PM",248
201612,A,"M,T,W,R,F 1:00 PM - 4:00 PM",157
201612,B,"M,T,W,R,F 1:00 PM - 4:00 PM",312
201612,A,"M,T,W,R,F 4:00 PM - 6:00 PM",176
201612,B,"M,T,W,R,F 4:00 PM - 6:00 PM",413
201612,A,"M,T,W,R,F 6:00 PM - 8:00 PM",232
201612,B,"M,T,W,R,F 6:00 PM - 8:00 PM",591
201612,A,"S,Su 6:00 AM - 8:00 AM",101
201612,B,"S,Su 6:00 AM - 8:00 AM",0
201612,A,"S,Su 8:00 AM - 1:00 PM",198
201612,B,"S,Su 8:00 AM - 1:00 PM",436
201612,A,"S,Su 1:00 PM - 8:00 PM",272
201612,B,"S,Su 1:00 PM - 8:00 PM",628
201701,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",559
201701,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1273
201701,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",340
201701,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",583
201701,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",172
201701,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",323
201701,A,"M,T,W,R,F 6:00 AM - 10:00 AM",75
201701,B,"M,T,W,R,F 6:00 AM - 10:00 AM",162
201701,A,"M,T,W,R,F 10:00 AM - 1:00 PM",107
201701,B,"M,T,W,R,F 10:00 AM - 1:00 PM",305
201701,A,"M,T,W,R,F 1:00 PM - 4:00 PM",141
201701,B,"M,T,W,R,F 1:00 PM - 4:00 PM",373
201701,A,"M,T,W,R,F 4:00 PM - 6:00 PM",170
201701,B,"M,T,W,R,F 4:00 PM - 6:00 PM",433
201701,A,"M,T,W,R,F 6:00 PM - 8:00 PM",259
201701,B,"M,T,W,R,F 6:00 PM - 8:00 PM",639
201701,A,"S,Su 6:00 AM - 8:00 AM",83
201701,B,"S,Su 6:00 AM - 8:00 AM",184
201701,A,"S,Su 8:00 AM - 1:00 PM",173
201701,B,"S,Su 8:00 AM - 1:00 PM",424
201701,A,"S,Su 1:00 PM - 8:00 PM",289
201701,B,"S,Su 1:00 PM - 8:00 PM",675
201702,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",474
201702,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1147
201702,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",310
201702,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",529
201702,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",148
201702,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",294
201702,A,"M,T,W,R,F 6:00 AM - 10:00 AM",65
201702,B,"M,T,W,R,F 6:00 AM - 10:00 AM",171
201702,A,"M,T,W,R,F 10:00 AM - 1:00 PM",85
201702,B,"M,T,W,R,F 10:00 AM - 1:00 PM",267
201702,A,"M,T,W,R,F 1:00 PM - 4:00 PM",107
201702,B,"M,T,W,R,F 1:00 PM - 4:00 PM",351
201702,A,"M,T,W,R,F 4:00 PM - 6:00 PM",136
201702,B,"M,T,W,R,F 4:00 PM - 6:00 PM",426
201702,A,"M,T,W,R,F 6:00 PM - 8:00 PM",216
201702,B,"M,T,W,R,F 6:00 PM - 8:00 PM",627
201702,A,"S,Su 6:00 AM - 8:00 AM",92
201702,B,"S,Su 6:00 AM - 8:00 AM",180
201702,A,"S,Su 8:00 AM - 1:00 PM",148
201702,B,"S,Su 8:00 AM - 1:00 PM",437
201702,A,"S,Su 1:00 PM - 8:00 PM",268
201702,B,"S,Su 1:00 PM - 8:00 PM",643
201703,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",482
201703,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1102
